,metabolite_id,pH,amount,amount_units,reference,solvent,hmdb_experiment_number,bmrb_accession,database_of_origin,database_of_origin_id,sample_id,frequency,temperature,temperature_units,data_source,real_spectrum_relative_path,multiplet_id1,multiplet_id2,spectrum_id,j
CP:3124.4,SU:1885,,,,,,,bmse000166,GISSMO,bmse000166,SA:3124,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000166/nmr/set01/1H'],MT:3124.3,MT:3124.4,SP:3124,1.1429145
CP:3124.5,SU:1885,,,,,,,bmse000166,GISSMO,bmse000166,SA:3124,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000166/nmr/set01/1H'],MT:3124.3,MT:3124.5,SP:3124,6.1917188
CP:3124.6,SU:1885,,,,,,,bmse000166,GISSMO,bmse000166,SA:3124,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000166/nmr/set01/1H'],MT:3124.4,MT:3124.5,SP:3124,2.5654908
CP:3125.1,SU:251,,,,,,,bmse000614,GISSMO,bmse000614,SA:3125,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000614/nmr/set01/1H'],MT:3125.1,MT:3125.2,SP:3125,-12.4
CP:3125.2,SU:251,,,,,,,bmse000614,GISSMO,bmse000614,SA:3125,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000614/nmr/set01/1H'],MT:3125.4,MT:3125.5,SP:3125,8.3662904
CP:3125.3,SU:251,,,,,,,bmse000614,GISSMO,bmse000614,SA:3125,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000614/nmr/set01/1H'],MT:3125.4,MT:3125.6,SP:3125,1.9561932
CP:3126.1,SU:333,,,,,,,bmse000172,GISSMO,bmse000172,SA:3126,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000172/nmr/set01/1H'],MT:3126.1,MT:3126.2,SP:3126,7.4948876
CP:3126.2,SU:333,,,,,,,bmse000172,GISSMO,bmse000172,SA:3126,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000172/nmr/set01/1H'],MT:3126.1,MT:3126.4,SP:3126,8.027124
CP:3126.3,SU:333,,,,,,,bmse000172,GISSMO,bmse000172,SA:3126,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000172/nmr/set01/1H'],MT:3126.2,MT:3126.3,SP:3126,8.4440316
CP:3126.4,SU:333,,,,,,,bmse000172,GISSMO,bmse000172,SA:3126,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000172/nmr/set01/1H'],MT:3126.5,MT:3126.6,SP:3126,-12.4
CP:3126.5,SU:333,,,,,,,bmse000172,GISSMO,bmse000172,SA:3126,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000172/nmr/set01/1H'],MT:3126.5,MT:3126.7,SP:3126,5.2767983
CP:3126.6,SU:333,,,,,,,bmse000172,GISSMO,bmse000172,SA:3126,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000172/nmr/set01/1H'],MT:3126.6,MT:3126.7,SP:3126,5.2769364
CP:3127.1,SU:305,,,,,,,bmse000199,GISSMO,bmse000199,SA:3127,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000199/nmr/set01/1'],MT:3127.1,MT:3127.2,SP:3127,-14.899999
CP:3127.2,SU:305,,,,,,,bmse000199,GISSMO,bmse000199,SA:3127,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000199/nmr/set01/1'],MT:3127.1,MT:3127.3,SP:3127,-14.899999
CP:3127.3,SU:305,,,,,,,bmse000199,GISSMO,bmse000199,SA:3127,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000199/nmr/set01/1'],MT:3127.1,MT:3127.4,SP:3127,1.4750015
CP:3127.4,SU:305,,,,,,,bmse000199,GISSMO,bmse000199,SA:3127,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000199/nmr/set01/1'],MT:3127.2,MT:3127.3,SP:3127,-14.899999
CP:3127.5,SU:305,,,,,,,bmse000199,GISSMO,bmse000199,SA:3127,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000199/nmr/set01/1'],MT:3127.2,MT:3127.4,SP:3127,1.4750015
CP:3127.6,SU:305,,,,,,,bmse000199,GISSMO,bmse000199,SA:3127,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000199/nmr/set01/1'],MT:3127.3,MT:3127.4,SP:3127,1.4750015
CP:3128.1,SU:1607,,,,,,,bmse000358,GISSMO,bmse000358,SA:3128,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000358/nmr/set01/1H'],MT:3128.1,MT:3128.2,SP:3128,8.8007676
CP:3128.2,SU:1607,,,,,,,bmse000358,GISSMO,bmse000358,SA:3128,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000358/nmr/set01/1H'],MT:3128.1,MT:3128.3,SP:3128,2.6970187
CP:3129.1,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.1,MT:3129.2,SP:3129,-12.5
CP:3129.2,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.1,MT:3129.3,SP:3129,-12.5
CP:3129.3,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.1,MT:3129.4,SP:3129,7.4296374
CP:3129.4,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.1,MT:3129.5,SP:3129,7.4296374
CP:3129.5,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.2,MT:3129.3,SP:3129,-12.5
CP:3129.6,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.2,MT:3129.4,SP:3129,7.4296374
CP:3129.7,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.2,MT:3129.5,SP:3129,7.4296374
CP:3129.8,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.3,MT:3129.4,SP:3129,7.4296374
CP:3129.9,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.3,MT:3129.5,SP:3129,7.4296374
CP:3129.10,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.4,MT:3129.5,SP:3129,-12.4
CP:3129.11,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.4,MT:3129.6,SP:3129,7.3450991
CP:3129.12,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.4,MT:3129.7,SP:3129,7.3450991
CP:3129.13,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.5,MT:3129.6,SP:3129,7.3450991
CP:3129.14,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.5,MT:3129.7,SP:3129,7.3450991
CP:3129.15,SU:25,,,,,,,bmse000402,GISSMO,bmse000402,SA:3129,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000402/nmr/set01/1H'],MT:3129.6,MT:3129.7,SP:3129,-12.4
CP:3130.1,SU:384,,,,,,,bmse000364,GISSMO,bmse000364,SA:3130,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000364/nmr/set01/1H'],MT:3130.1,MT:3130.2,SP:3130,8.6815111
CP:3130.2,SU:384,,,,,,,bmse000364,GISSMO,bmse000364,SA:3130,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000364/nmr/set01/1H'],MT:3130.2,MT:3130.3,SP:3130,2.3916504
CP:3130.3,SU:384,,,,,,,bmse000364,GISSMO,bmse000364,SA:3130,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000364/nmr/set01/1H'],MT:3130.5,MT:3130.6,SP:3130,-12.4
CP:3131.1,SU:92,,,,,,,bmse000238,GISSMO,bmse000238,SA:3131,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000238/nmr/set01/1H'],MT:3131.1,MT:3131.2,SP:3131,-15.1688093
CP:3131.2,SU:92,,,,,,,bmse000238,GISSMO,bmse000238,SA:3131,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000238/nmr/set01/1H'],MT:3131.1,MT:3131.3,SP:3131,3.0968382
CP:3131.3,SU:92,,,,,,,bmse000238,GISSMO,bmse000238,SA:3131,400.13,,,xml,['BMRB/bmrb_metabolomics/bmse000238/nmr/set01/1H'],MT:3131.2,MT:3131.3,SP:3131,9.9444972
CP:3132.1,SU:1566,,,,,,,bmse000576,GISSMO,bmse000576,SA:3132,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000576/nmr/set01/1H'],MT:3132.1,MT:3132.2,SP:3132,-14.899999
CP:3132.2,SU:1566,,,,,,,bmse000576,GISSMO,bmse000576,SA:3132,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000576/nmr/set01/1H'],MT:3132.1,MT:3132.3,SP:3132,-14.899999
CP:3132.3,SU:1566,,,,,,,bmse000576,GISSMO,bmse000576,SA:3132,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000576/nmr/set01/1H'],MT:3132.2,MT:3132.3,SP:3132,-14.899999
CP:3132.4,SU:1566,,,,,,,bmse000576,GISSMO,bmse000576,SA:3132,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000576/nmr/set01/1H'],MT:3132.4,MT:3132.5,SP:3132,2.0
CP:3132.5,SU:1566,,,,,,,bmse000576,GISSMO,bmse000576,SA:3132,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000576/nmr/set01/1H'],MT:3132.6,MT:3132.7,SP:3132,-11.5
CP:3132.6,SU:1566,,,,,,,bmse000576,GISSMO,bmse000576,SA:3132,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000576/nmr/set01/1H'],MT:3132.6,MT:3132.8,SP:3132,-11.5
CP:3132.7,SU:1566,,,,,,,bmse000576,GISSMO,bmse000576,SA:3132,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000576/nmr/set01/1H'],MT:3132.7,MT:3132.8,SP:3132,-11.5
CP:3132.8,SU:1566,,,,,,,bmse000576,GISSMO,bmse000576,SA:3132,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000576/nmr/set01/1H'],MT:3132.9,MT:3132.10,SP:3132,-11.5
CP:3132.9,SU:1566,,,,,,,bmse000576,GISSMO,bmse000576,SA:3132,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000576/nmr/set01/1H'],MT:3132.9,MT:3132.11,SP:3132,-11.5
CP:3132.10,SU:1566,,,,,,,bmse000576,GISSMO,bmse000576,SA:3132,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000576/nmr/set01/1H'],MT:3132.10,MT:3132.11,SP:3132,-11.5
CP:3133.1,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.1,MT:3133.2,SP:3133,-11.5
CP:3133.2,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.1,MT:3133.3,SP:3133,-11.5
CP:3133.3,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.2,MT:3133.3,SP:3133,-11.5
CP:3133.4,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.4,MT:3133.5,SP:3133,2.0
CP:3133.5,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.4,MT:3133.9,SP:3133,1.0
CP:3133.6,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.5,MT:3133.9,SP:3133,1.0
CP:3133.7,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.6,MT:3133.7,SP:3133,-11.5
CP:3133.8,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.6,MT:3133.8,SP:3133,-11.5
CP:3133.9,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.7,MT:3133.8,SP:3133,-11.5
CP:3133.10,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.9,MT:3133.10,SP:3133,15.948922
CP:3133.11,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.11,MT:3133.12,SP:3133,-11.5
CP:3133.12,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.11,MT:3133.13,SP:3133,-11.5
CP:3133.13,SU:1786,,,,,,,bmse000589,GISSMO,bmse000589,SA:3133,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000589/nmr/set01/1H'],MT:3133.12,MT:3133.13,SP:3133,-11.5
CP:3134.1,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.1,MT:3134.2,SP:3134,-15.419278
CP:3134.2,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.1,MT:3134.3,SP:3134,5.2535122
CP:3134.3,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.1,MT:3134.4,SP:3134,11.1609201
CP:3134.4,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.1,MT:3134.5,SP:3134,8.255327
CP:3134.5,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.1,MT:3134.6,SP:3134,5.550521
CP:3134.6,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.2,MT:3134.3,SP:3134,5.8252545
CP:3134.7,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.2,MT:3134.4,SP:3134,5.2529496
CP:3134.8,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.2,MT:3134.5,SP:3134,5.7842139
CP:3134.9,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.2,MT:3134.6,SP:3134,8.2553384
CP:3134.10,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.3,MT:3134.4,SP:3134,-20.4678136
CP:3134.11,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.3,MT:3134.7,SP:3134,9.2487025
CP:3134.12,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.3,MT:3134.8,SP:3134,4.2865131
CP:3134.13,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.4,MT:3134.7,SP:3134,7.1848039
CP:3134.14,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.4,MT:3134.8,SP:3134,9.2487
CP:3134.15,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.5,MT:3134.6,SP:3134,-12.896061
CP:3134.16,SU:827,,,,,,,bmse000990,GISSMO,bmse000990,SA:3134,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000990/nmr/set01/1H'],MT:3134.7,MT:3134.8,SP:3134,-31.7285105
CP:3136.1,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.1,MT:3136.2,SP:3136,-12.4
CP:3136.2,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.4,MT:3136.6,SP:3136,-12.4
CP:3136.3,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.7,MT:3136.8,SP:3136,-12.4
CP:3136.4,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.1,MT:3136.10,SP:3136,11.096
CP:3136.5,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.2,MT:3136.10,SP:3136,11.096
CP:3136.6,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.3,MT:3136.10,SP:3136,11.096
CP:3136.7,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.4,MT:3136.10,SP:3136,11.096
CP:3136.8,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.5,MT:3136.10,SP:3136,11.096
CP:3136.9,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.6,MT:3136.10,SP:3136,11.096
CP:3136.10,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.7,MT:3136.10,SP:3136,11.096
CP:3136.11,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.8,MT:3136.10,SP:3136,11.096
CP:3136.12,SU:1528,,,,,,,bmse000774,GISSMO,bmse000774,SA:3136,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000774/nmr/set01/1H'],MT:3136.9,MT:3136.10,SP:3136,11.096
CP:3137.1,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.1,MT:3137.2,SP:3137,-13.7929108
CP:3137.2,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.1,MT:3137.3,SP:3137,8.1580629
CP:3137.3,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.1,MT:3137.4,SP:3137,7.7740783
CP:3137.4,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.1,MT:3137.5,SP:3137,7.7307895
CP:3137.5,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.1,MT:3137.6,SP:3137,3.2841912
CP:3137.6,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.2,MT:3137.3,SP:3137,6.4815772
CP:3137.7,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.2,MT:3137.4,SP:3137,8.2663865
CP:3137.8,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.2,MT:3137.5,SP:3137,9.7650204
CP:3137.9,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.2,MT:3137.6,SP:3137,10.4000759
CP:3137.10,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.3,MT:3137.4,SP:3137,-14.4859826
CP:3137.11,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.3,MT:3137.7,SP:3137,7.3522055
CP:3137.12,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.3,MT:3137.8,SP:3137,5.8445805
CP:3137.13,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.4,MT:3137.7,SP:3137,8.2525232
CP:3137.14,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.4,MT:3137.8,SP:3137,6.7616933
CP:3137.15,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.5,MT:3137.6,SP:3137,-12.6983154
CP:3137.16,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.5,MT:3137.9,SP:3137,6.4780202
CP:3137.17,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.6,MT:3137.9,SP:3137,5.5995712
CP:3137.18,SU:324,,,,,,,bmse000760,GISSMO,bmse000760,SA:3137,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000760/nmr/set01/1H'],MT:3137.7,MT:3137.8,SP:3137,-12.4
CP:3138.1,SU:271,,,,,,,bmse000006,GISSMO,bmse000006,SA:3138,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H.5', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_2', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H.5_pH4.13', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_2_pH4.13', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_pH4.13']",MT:3138.3,MT:3138.4,SP:3138,5.5456974
CP:3138.2,SU:271,,,,,,,bmse000006,GISSMO,bmse000006,SA:3138,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H.5', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_2', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H.5_pH4.13', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_2_pH4.13', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_pH4.13']",MT:3138.4,MT:3138.5,SP:3138,5.196554
CP:3138.3,SU:271,,,,,,,bmse000006,GISSMO,bmse000006,SA:3138,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H.5', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_2', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H.5_pH4.13', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_2_pH4.13', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_pH4.13']",MT:3138.5,MT:3138.6,SP:3138,3.1168278
CP:3138.4,SU:271,,,,,,,bmse000006,GISSMO,bmse000006,SA:3138,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H.5', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_2', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H.5_pH4.13', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_2_pH4.13', 'BMRB/bmrb_metabolomics/bmse000006/nmr/set01/1H_pH4.13']",MT:3138.6,MT:3138.7,SP:3138,2.6784697
