# Sample_0,Sample_1,Sample_2
-2.721870746618803715e-04,1.326739223550690502e-03,-5.704691835486713682e-04
2.444016291646284190e-03,7.919002619049270034e-04,-4.535588490528754887e-03
-4.674197003564586504e-04,7.945412689351000549e-04,2.001744316438873548e-03
1.393854989038298018e-03,-7.160983078359627486e-04,-2.961014347820327755e-03
2.214690535362291886e-03,-1.357139489249472794e-03,1.059796271043568451e-03
-4.497485855634519928e-05,6.111155722256038890e-04,-5.839099056645118873e-04
-1.016982824725964647e-03,-1.124870872960677523e-03,3.994894228986589808e-03
2.779234082816194659e-03,-6.538274971957542397e-04,-1.934002175404977639e-03
1.405561924093664270e-03,9.222893119405752233e-04,1.015553311863380374e-03
-8.028863338035970108e-04,2.298854775403415002e-03,-1.117081317170911083e-03
8.857159792801903853e-04,-2.769360528637830349e-03,-2.133151750875185611e-03
5.384790616203067497e-04,1.815585043826305851e-03,1.652752593898423016e-03
-3.544967125176929149e-03,1.123736937875025434e-03,3.435118824102400062e-03
-7.895876255991945330e-04,-6.596422595779884417e-04,-3.019822674668384550e-04
2.826179753986262158e-03,-2.168730342156924762e-04,4.605748389631519191e-05
-1.329820470468446973e-03,-1.161371417244190605e-03,2.894007563726624065e-03
-2.236819731039538933e-03,1.759647962654886015e-04,1.278342593458145059e-03
-2.514831551695396431e-04,1.238457095076577082e-04,7.469342276099156033e-04
2.805445429734266128e-03,-8.874668829823379118e-04,3.175813795448777579e-03
-2.449607927436806519e-03,-7.678858848808748977e-04,9.922130377428676779e-04
-5.550916562700941104e-04,-1.234255340510485551e-03,-1.306009864032823273e-03
-1.229841503319115516e-03,1.615654257484636699e-03,-1.798616839752719245e-03
7.397051790497163578e-04,-2.382095197253768313e-03,3.485595684718120063e-03
-4.199484752455353090e-03,-7.291636060630179257e-04,1.587725275756078028e-03
-1.638438682294629956e-03,-1.643939953317521789e-03,1.075418911355756563e-03
8.250101727357615029e-04,-1.926061045125868716e-03,3.952276839051663444e-03
-2.662537027199546140e-05,3.958486641319157169e-04,-2.890088829891061979e-03
-1.512829107252979433e-04,4.641427955206621101e-04,-2.836177041884505902e-03
-2.647932280887616095e-03,-1.081052693487873561e-03,-1.447995725813441348e-03
-1.476722831835139372e-03,-9.647076791594590096e-04,-4.053843587332883617e-04
6.003425364877782670e-04,-4.320265673856962742e-04,1.654781786325460824e-04
1.103113944210574278e-03,-2.722627963111874574e-03,4.778568935574188832e-03
-8.775972502597583717e-04,-1.275551515797226747e-03,2.138728794869363802e-03
1.122180009238367415e-03,3.091316310675195841e-03,4.761281361296184830e-03
2.143456550207982220e-03,1.089723196879310504e-03,1.573295777337194992e-03
-4.591759791876401852e-04,1.424767564863659280e-03,3.603951715339672496e-06
2.434489763517956075e-03,-3.726179038546767052e-04,-3.727606909466744597e-03
-1.105515809046827419e-03,-1.087960107097200478e-03,-9.746257684987414370e-04
5.552177395520572828e-04,-6.623292598949975796e-05,2.635572210444552064e-03
1.396521280637918029e-03,-2.415633305321250417e-03,4.302816751032406402e-04
8.440176732427683579e-04,-2.473095779926261185e-04,-9.060248109328277897e-04
6.627807622998602459e-04,-2.364330659411708767e-04,-2.029545094213041669e-03
7.087037870880135608e-04,-3.848554728606590116e-03,5.407470553457861297e-03
-2.629728807308105362e-03,2.412842791100415756e-03,-1.674568569225152233e-03
1.013360076228584034e-03,-2.999527546278174268e-03,-9.996859639602158430e-04
-8.884900635318121074e-04,1.560290538962380569e-03,-2.335838589281587739e-03
-4.067214132301759594e-04,-1.449646383208623218e-03,-4.387688180766461526e-03
-1.343465754328699181e-03,2.717265441338546938e-04,4.854131382667312145e-03
-3.668443233527210988e-03,-2.335473086602836643e-06,-1.495482885534393661e-03
-1.485455995002119001e-03,3.190128933214431920e-03,-1.141127373755650154e-03
2.627661235049921253e-03,-4.566111541404984297e-04,1.117056380276944651e-03
-2.859946223865989044e-03,-3.433888760219220757e-04,-1.055979230955242636e-03
7.958537111386694476e-04,-1.669167904569934411e-03,8.340760158928637409e-04
-3.353341986195997396e-03,-7.908991700702285889e-04,8.359016853001100672e-04
-1.724206939354999213e-03,1.696250637587696456e-03,-1.824301983809842147e-03
1.903676145774621303e-03,1.396652893327114935e-03,-1.063900954777508576e-03
2.048891561808523915e-03,2.512960819379479478e-03,3.738004682857899524e-04
1.901763900843191166e-03,1.353573741067276614e-03,3.953761112258087455e-03
1.340072975616686925e-03,2.038184189190614306e-03,-1.863277875954313630e-03
3.957137422065756804e-03,9.783655685079923389e-04,-2.006778114794394770e-03
-3.161888227299288184e-03,-1.151725963320185023e-04,-1.932470352341956760e-03
-4.078240972808492952e-03,-1.560631654843643978e-03,1.550761537045233047e-03
-1.378663027571676953e-04,-6.257013250592885056e-04,2.230071978041768370e-03
6.792272101640834227e-04,-1.412304862162360461e-03,2.684296528289560179e-03
4.491605168392241200e-03,1.753415858873715776e-03,4.621459045826630213e-04
2.993991475170508943e-03,3.514488524049675256e-03,-6.364833794618054812e-04
-1.940767933635221361e-03,2.300457200341423248e-03,5.343199060013712615e-05
2.594742269270665369e-03,-4.536959886197598535e-05,3.362570764096288901e-03
1.679992195982044339e-03,2.486547433131272144e-03,3.997935190203064548e-04
-7.855723388429550029e-04,7.136775096574989475e-05,4.076129046101379175e-03
-3.779616672048087718e-04,-1.364932769365258909e-03,-2.210381508647018579e-03
-2.277307785699283528e-03,-1.260159553918325766e-03,5.408869544470973502e-05
-1.589650365773083223e-03,-1.919150721450295013e-03,2.694823264818064883e-03
-2.270852040140444641e-03,-5.074980284768490675e-03,-5.496610616779522285e-03
1.844380305396555331e-03,-4.140152703875029684e-04,-3.434405616835970940e-03
1.986545719092952002e-03,1.251247504311848611e-03,3.747845605800213028e-03
5.284613502186440506e-04,4.612871965238751933e-04,-2.759907105734748459e-03
-3.299751902572605595e-04,-1.254855414539537000e-06,2.144761761847442574e-03
-7.149416276003968613e-04,-1.831276319849707871e-03,-9.254798267071456591e-04
2.949254648433111137e-03,3.400756029387797322e-03,-8.713093816248485999e-04
-2.977699082139300020e-03,-6.172364912134064956e-04,-1.591272712823483312e-03
-2.903974800522828720e-03,-3.666691028622049960e-04,2.496682467562902092e-03
-1.349307238959594627e-04,3.597279564709955657e-05,2.247194364529420260e-04
-2.241782539830664109e-04,1.334771532009318548e-03,2.015028192042316816e-03
1.917713492418643005e-04,-2.548362510193446281e-03,1.426585685349178196e-03
8.949949141041178965e-04,-3.302555977150053675e-04,-9.327363155736812092e-04
3.595915681438214650e-04,-5.096140758935658764e-04,-1.140387718010575343e-03
-2.637046715940941609e-04,-3.600145787285597977e-05,1.508981669406348229e-03
1.728413564085482846e-04,-3.346350625405914228e-04,-4.783665942300361967e-04
-1.036653246231549700e-03,3.682745589889228899e-04,4.302188663840498498e-04
1.523616302809616997e-03,-2.359185544337551784e-03,-4.456108287498791449e-05
-1.485039627555795804e-03,-2.529621691054559189e-03,3.523282164272943315e-03
-1.695827053958440592e-03,-1.261156571743116865e-03,-9.515838209213276465e-04
6.209507758319137913e-04,3.831398032542485815e-03,1.661686666024395033e-03
-3.680151199972706358e-03,2.128490144629988947e-04,3.495839542326258488e-04
1.705472599877821006e-03,1.005680192504819926e-03,5.078003403060047131e-04
1.564785576664254937e-03,-1.558643235733683189e-03,1.562596151017866912e-03
-1.645723435636510350e-03,1.747283095752848008e-03,-2.707623440288636860e-03
-1.455739089873119094e-03,2.542852233083899797e-03,3.909657503315496678e-04
-3.329696082917117661e-03,-1.532458472813443126e-03,-5.345868502299748384e-04
-1.125318536492970643e-03,6.966048658612291515e-04,-3.069815250960660716e-03
7.161344612214967566e-04,1.407386890314148630e-03,-5.289852998843190286e-04
7.362277187883283338e-04,6.894035161254051091e-04,-1.565787281817648769e-04
1.881172713949011855e-03,1.864721510433365453e-03,-1.097840397089453650e-03
-8.722669179765951426e-04,-1.563964833807342009e-04,-5.004366580809888575e-03
-5.507812782415076039e-04,-1.410799344123772083e-04,-3.546949486447411736e-04
2.152543577468048457e-03,6.881395933653682798e-04,-3.378458505912829406e-03
-1.142861544478984259e-03,2.199018936522519323e-03,-1.541782481078571515e-03
-3.473405953394375755e-03,4.305981397696120351e-04,-3.810943975029609798e-03
5.991172920949295461e-04,-2.315464094655118529e-03,-2.600514387762333911e-03
5.657704685956253278e-05,6.375288461372160100e-04,-1.552383223901415699e-03
1.484064528215087121e-03,2.461873252579883063e-03,9.078069147701540911e-04
-2.922478134135006109e-03,-1.913456160937142096e-03,1.268670791647315580e-03
-1.798361807494999525e-03,1.402948366797613332e-03,-1.172097672336035786e-03
2.125720533342420355e-03,-7.461785741029244783e-06,1.407598094539550156e-03
3.954708056367951460e-03,1.015599875502984622e-03,2.166311525567989060e-04
1.009149296288787759e-03,-2.345003540792892690e-03,-1.083857153348681763e-03
2.946042727931494441e-03,3.857091400319317617e-03,9.696449968229137921e-04
-3.060411381057879555e-03,-2.408347918461738006e-03,3.570380760172102083e-03
-8.796151168156205857e-04,4.827290983620791077e-04,1.248339760575841459e-03
-1.292971249189916495e-03,7.768613377392885231e-05,-2.522296469617142742e-03
2.044550385068477118e-03,7.647487661099669053e-04,-2.159299978547280581e-04
-6.379170502145758764e-04,2.869581029252124115e-03,3.554116730082474470e-03
1.280687847484547029e-04,-7.204202467382509693e-04,-7.868104310974530745e-04
7.892266215498955047e-04,-2.345187316846150704e-04,3.142931616903709389e-03
1.470514461392011425e-03,2.276123427948666209e-03,2.469519619012993522e-03
-2.786553782715440412e-03,-2.808808360954997540e-03,1.316331803528661914e-04
1.683504485075829711e-03,-1.089607812848462833e-03,-4.846359260960868861e-04
2.552177867060365871e-03,-2.779885654793513416e-03,-4.527163711816032288e-04
2.796662576569075576e-03,2.867722118695364801e-03,5.574017006240858212e-03
4.652169303399302696e-04,6.501659260466991419e-04,4.188234040746479855e-03
1.272546420430429020e-03,-9.513270508472472780e-04,-4.140600526251303850e-04
-2.531277735475664925e-03,-4.209418932413811452e-03,-1.720071762922686877e-04
-1.858544586348027808e-03,2.327541560683507680e-03,-3.156072593773933017e-03
-3.079871315552914720e-04,1.466357026014174702e-03,1.145497160689911125e-03
4.919248652175673255e-04,2.204063301470614127e-03,4.398376716822964549e-03
1.875558038469070203e-03,-1.612473044598596418e-03,6.003936049684422674e-04
-6.690113320336570814e-06,1.601596641298509574e-03,-2.726753923603049239e-03
2.450705978057101525e-03,3.692931433379017560e-03,2.085151604246591930e-03
1.523605757228089835e-03,-3.399216910140059715e-03,8.279247899369621523e-04
-1.428589472314837489e-03,4.317453821039520293e-04,2.578516009124766362e-03
1.117686143953449535e-03,7.761997101671703906e-04,-1.893849618355770634e-03
7.727320227620315587e-04,-1.621189428464048406e-03,-8.800137415389883274e-04
8.190036329923920146e-04,2.526795738524491210e-03,2.318360380300450198e-03
2.855410927838219516e-03,-2.406210134656775520e-03,5.980492453250704993e-04
-7.059730838563901866e-04,-3.690268690629295445e-05,-4.254099928429164179e-03
-7.940067737755898128e-04,-1.500194275026559736e-03,3.304982916923032438e-03
-4.355706835632705272e-04,-2.263862261886609786e-03,-2.030775085606179552e-03
2.798993794150757362e-03,1.786061013099867303e-04,3.744727492133692950e-03
3.972695062334474433e-03,-1.948892572308774402e-03,2.181317782950093756e-04
2.784480984841008859e-03,5.702634143347824107e-04,2.950040466371237763e-03
-1.081167339326545660e-03,2.197652319704744475e-03,-1.844820349461892854e-03
-3.444770413748607634e-03,3.308531090373472133e-03,-2.483419931988562444e-03
7.972583729032244829e-04,5.493552694112771020e-04,-3.244195742797457722e-03
-1.042132169300953197e-04,-1.853756805795465316e-03,-7.263016083360448929e-04
1.558689275081658662e-03,3.220632668007214396e-03,3.039131410201510817e-03
4.309673425396558016e-04,1.748861962044806657e-03,9.489251527533040234e-04
-5.969043127750404487e-04,1.979629833544125760e-03,-6.983249754596369515e-04
1.244310718364198304e-04,1.541694798259485777e-03,-1.981223552278450675e-03
2.832087398539450199e-03,-3.023594194111172556e-03,6.136977107004283963e-03
3.935792155767748983e-03,-1.442231751408417674e-03,-5.565906628804909856e-04
-2.212079334272552388e-03,1.501403816748218866e-03,-4.179886355434466968e-04
2.424780815790277043e-04,-2.053575967063188835e-04,2.161152719451474909e-03
-2.924193447021604785e-07,-7.263473124643180000e-04,1.909739166487875277e-03
-1.107612733305227528e-03,-1.166480302679651646e-03,3.526927808749300182e-03
2.614957458183657683e-04,1.417326455806467876e-03,4.680880966403454875e-04
1.509008103585909866e-03,-4.511997420956113621e-04,-9.302823106088190961e-04
1.705626637859635353e-03,1.144485726838896623e-04,-5.008024513268336496e-03
-1.498668551604918518e-03,1.408713576219167672e-03,-1.166108141334519727e-03
-4.351949923044981950e-04,1.489656421830615803e-03,-1.757368503897313236e-03
1.797873437661222547e-03,-1.709285305652126280e-03,1.359878850279300005e-03
7.624511886665220027e-04,-2.494483228076654598e-04,2.520799651790482914e-03
8.675224509956157640e-04,1.650253792997266773e-03,-1.913608083878220577e-03
7.365810371292177104e-04,2.536401145474382300e-04,1.511521489406653269e-03
2.107788111749312691e-03,-2.164560989541836761e-03,2.364979215534745560e-03
-1.029196545055495330e-03,1.173175636437428463e-04,8.137179342093157973e-06
-5.930412756897641586e-06,-1.202646155197572815e-03,-1.591622609795503808e-03
3.067705131282627454e-04,-6.240072009943552645e-04,-3.949294632931198666e-03
-1.082255417992856322e-03,5.102132692407788982e-04,-1.730987104682147086e-03
7.592879611017291095e-04,-3.521426197000378493e-03,3.886267112170080622e-03
3.084811037709917891e-04,2.552495086612439987e-03,2.438207940644369215e-03
3.140643687863342278e-04,-1.493347962130377009e-03,-3.514826403849839395e-03
5.460840689221496290e-04,1.741863169882971801e-03,3.900299732116017091e-04
3.526602656397779222e-03,5.730431828311831040e-04,9.129594196796822535e-04
2.256880838492296274e-04,-3.963432950615135351e-04,4.461414869965345123e-04
3.329584261261966938e-03,-1.914049164751311630e-04,-1.750603436609090777e-03
8.643484009441467246e-04,-3.115278055326172434e-03,-1.650248682275637455e-03
2.792631688345869299e-03,-3.761150276757400089e-04,2.660056140688584533e-03
-2.606173815452633193e-03,1.201213580876538296e-03,1.039829343893375075e-03
-1.368723153773389496e-03,8.599630551859309587e-04,-4.706696122080112309e-03
1.023111325125967540e-03,1.202585961618493106e-03,1.203603741984035928e-04
-1.576273331892532551e-03,8.319353125111425161e-04,-1.793589410727338372e-03
2.848569979867153143e-03,3.871783621517702273e-04,2.337926973176758082e-03
1.286773595729390034e-03,-3.699948676489049344e-04,-1.446335073657859362e-04
-2.238333801999936416e-03,-1.638045586943587349e-03,8.552170475951882287e-04
-1.250934301451813802e-03,-3.660676865177807512e-04,-1.010355856654887976e-03
7.678144637281659112e-04,3.039577754090234171e-03,2.400498832368751223e-03
-1.119226765042625029e-03,2.716602717844319829e-03,-1.593660067631096685e-03
4.926121300960259854e-04,-3.188834115767428504e-04,2.642927486224739067e-03
-3.472189627078127146e-04,-9.033047175923103987e-04,2.085466354764074250e-03
-1.096871771343535616e-03,1.879818731126033093e-04,1.020492786479419364e-03
-1.072168076407455529e-03,1.205798361285911457e-03,-1.124119890954505298e-03
-1.155647604659778942e-03,1.318044518429156795e-03,3.131797014329815946e-03
3.789179041083028630e-03,7.864476385226821164e-04,-1.789108196234143492e-03
-2.477577162929834459e-03,-6.903393325536626591e-04,1.720426195709098393e-03
-2.105821083313459338e-03,-1.161966642645700931e-03,-1.328533235672031817e-03
5.407760210601094027e-03,-7.480736716781197313e-04,3.019397973429132492e-03
-2.002350854990668939e-03,3.031684478934441353e-03,6.223755652966415182e-04
-4.531174024006851854e-03,1.237622536383990246e-03,-2.507640128771819812e-03
1.983283968564948478e-03,8.379167682719413637e-04,-3.390105804678127110e-03
2.735792138368230847e-03,-7.384280234281817698e-04,2.307904608026031812e-03
1.587759926718724764e-03,1.272457164262329491e-03,-2.347627213776939427e-03
4.078145550323045089e-04,1.232566950080927169e-04,9.671294083950856017e-04
-4.204913698161464632e-03,7.539402368330884409e-04,2.097986775171193329e-03
-3.060148990416629734e-03,1.487572722019071857e-03,1.411139424270513960e-03
-1.269810799601898271e-03,3.595319981286555842e-04,5.839279119914425782e-04
-3.228654302818233235e-03,-2.384767545102338144e-03,-3.622692478842690165e-03
-2.416729201357161252e-03,-1.448541524998249105e-03,3.987962122814817621e-03
-1.698541597716895103e-03,-1.075021014765213147e-03,2.994750301972140885e-03
-8.918287549056980656e-04,1.432932472687510703e-03,-1.143056776995877836e-04
-8.549072006129820834e-04,1.768865985921307810e-03,2.548115387840490294e-04
1.886497462496253101e-03,-7.977376356958910779e-04,1.178871912271227482e-03
-2.409138551646434166e-03,-1.571984747765285684e-03,1.724223637714907779e-03
-1.351165215917025887e-03,1.031538634650192889e-03,-2.570876271629587029e-03
-3.364271937965787780e-03,9.348657722633128700e-04,6.845086677264904053e-05
-2.378483568142407932e-03,2.543176851630408412e-03,-1.689813365723748673e-03
-7.008053717423634588e-03,4.458139055812254409e-04,1.459790658542234505e-03
-1.632844856584473323e-03,-7.327659555550095983e-04,2.064980425030923765e-03
9.204995848579992403e-04,2.245216221844632907e-03,2.597079435934080902e-03
3.416034417052504595e-03,3.474157215863094830e-04,-4.759999675562468814e-04
-2.608067439751567997e-04,8.523790905402639853e-04,-1.915110389595277296e-03
3.196234143131465068e-03,4.504234738786250681e-04,3.627237066788171517e-04
3.195944949783434993e-04,1.499367600751805004e-03,1.861651043977740044e-03
-1.726015731124053024e-03,-1.471382121506431898e-03,1.865167853029883098e-03
6.317695023119053021e-04,2.044786779975662008e-03,-1.712003668487230550e-03
1.652675776817537747e-03,1.942254844999740564e-03,-1.893744112071345199e-03
1.353191400885843084e-03,1.764717568332935900e-03,7.222821221452973292e-04
1.223093594953315313e-03,1.917562197081373182e-03,-1.071149580077510955e-03
-2.531903847519898724e-03,3.763661862319530628e-03,-1.527357300058148270e-03
-2.684717719378887282e-03,1.948488372990782097e-03,-9.520462339128402812e-04
4.995372662950898048e-04,1.740802749755883090e-03,-4.689823424218856631e-04
-1.930076749701158004e-04,1.258331526174860963e-03,-3.808101528298625266e-03
5.391528648994818856e-04,2.749406973035994038e-03,1.274316844044277777e-03
8.914414087805281771e-04,1.304264621621031199e-03,1.954149080238404106e-03
-3.131696962377473938e-03,-1.245717227189112927e-03,-2.994758220796251650e-03
-2.215699890113574221e-03,-6.286347970232877402e-05,8.679377939161763388e-04
2.005921117385973257e-03,3.785039437878207243e-03,-5.237772733451081684e-04
-2.063903114158895189e-03,1.938123074193722926e-03,-4.065692234628985602e-03
-1.092569738363874648e-03,3.278248796476632143e-03,-1.971775990998815337e-04
-1.760167355730454406e-03,4.289715149743298316e-04,4.431708100485653892e-05
3.088731999812417261e-03,2.901335818457670781e-04,7.204851670341589492e-04
7.491322534283365942e-04,-1.843292621703019642e-03,1.166243192465844227e-03
-3.211574940054773958e-04,-4.694978982204979609e-04,-1.227006567904941276e-03
-3.529128341034890731e-03,-8.999929766933913774e-04,-2.630599429284310314e-03
-4.814842193134468221e-03,-3.498906149251400713e-03,-2.217751398593505922e-04
4.665274335594722329e-04,-2.119622906418767126e-03,-1.012544472051172444e-03
1.953768080883306387e-03,-2.616230238790041940e-05,2.273437546524145498e-03
-9.731673371441114991e-04,2.541964857366946174e-04,2.375019051248024402e-03
2.383797630215969687e-03,-1.770930057940216847e-03,-1.401961450567512299e-03
8.814775933907742110e-04,-2.350216028366059525e-03,-4.585788238328716501e-03
-1.724710224282774819e-03,-1.292554983813309260e-03,1.131329149751339512e-03
-2.492795870187394704e-03,1.752369506061350309e-03,-1.267865850556709880e-03
-2.027953564489523642e-05,-1.064581387355757920e-03,-7.861002998104735110e-04
9.545783656501735312e-04,2.219683986847502226e-03,-4.057829413539042196e-03
-9.036927520511910637e-04,1.496942675085629997e-03,-7.008810120473640696e-04
2.515725526668107035e-03,-3.152258354359095574e-04,1.274381900425454028e-04
-4.340299778305278669e-04,-1.057611005235383058e-03,9.476661241674492206e-04
-1.040931274994741211e-04,-9.675069136095491547e-04,-1.403362639015583082e-03
-5.004111836217896465e-03,-3.016371642518211708e-03,-1.439413501839071447e-03
-1.870532523325332775e-03,-1.877092631543468256e-03,1.905106037132204156e-03
1.094415220514090769e-03,-2.474128878100419551e-03,2.383874580301527119e-03
-1.820366030242904229e-03,1.316555346133110307e-03,2.558353967036480596e-04
3.197032858409480042e-03,3.646276892259828358e-04,3.847880350973738491e-03
3.802615275732222720e-03,-6.647131828448988797e-04,-3.402459946878402548e-03
-9.117569616772454354e-04,-1.141296183285449078e-03,1.888148386038043629e-03
4.370576222460354973e-03,-6.834946630327762371e-04,2.808241035836798322e-03
3.245526791549366730e-03,-1.447423913772533750e-03,8.847665904011326517e-04
1.252363022959934724e-04,2.825606033224926320e-03,1.724609990280231292e-03
-2.841241121429935869e-04,-1.689355277224027611e-03,-1.065790473592547393e-04
-7.223306049331152962e-04,-7.551351310394756973e-04,-4.205057894674467216e-03
2.003279704189657277e-03,-1.035238390039715326e-03,-4.939259987978546727e-03
-1.153535162362266447e-03,-3.006586803188359466e-03,1.087097482175421312e-03
-5.658416284981418552e-04,-3.014723545253870235e-03,1.120353933783312973e-03
6.177469455539532956e-05,-9.364401447858917982e-04,1.491012135465849368e-03
-2.709172294598828114e-03,2.460836374376557632e-03,-2.885452613252725341e-05
1.676919050157142568e-03,-2.180642357042450723e-03,-1.113541878789434244e-03
-6.154589718352940306e-04,3.498687031706711908e-04,-5.294581566401064966e-04
-6.530678026447370383e-04,1.532866837054935264e-03,-4.936100186894879470e-03
-1.020222694625830045e-03,1.522950783366180429e-03,4.123585986562902151e-04
9.302552096881505812e-04,2.802413357226905734e-03,3.770533383895905907e-03
-1.593465998159576550e-03,-3.169836352201613129e-04,2.106292612908776255e-04
1.959894388556993657e-03,-8.742567764911627498e-05,-3.164359788819487863e-03
3.345792789060235439e-04,-2.235005147904947490e-04,1.466676875899860328e-03
2.965507678849403921e-04,2.852852012145783850e-03,1.305305038946917399e-03
3.287214034224034739e-04,6.020907661222266432e-04,1.200163116769040151e-03
-2.164705709714298890e-03,2.575826620121020750e-03,5.398770698622623728e-04
-8.710114334496783166e-05,-1.601627077886148918e-03,-3.013938410383983166e-03
3.587874058939056229e-04,-4.037771735515559052e-04,2.822938322969397416e-03
1.992273241115903853e-03,-3.654159356222692868e-04,1.524261951529345396e-03
-1.258711719215426612e-03,4.788163578275828492e-04,-2.755816132458250439e-03
4.157196097333049111e-04,-2.576927776299778924e-03,-1.161854344590507963e-03
-1.999185645581428705e-03,2.635717530458611159e-03,1.244282072849487765e-04
5.740250207350668012e-04,3.088163661620241772e-03,-5.906861131677595489e-04
-3.834917653717149610e-03,-6.732516380849280844e-05,-7.284451942752455042e-04
-1.256513694296703364e-03,-2.380241408058841879e-03,-1.679918306769973869e-03
5.577179496818926961e-04,1.679215196913380528e-04,1.030859984524997190e-03
1.787769489703050496e-03,-1.063999614479479387e-03,1.345447478067890229e-03
1.018591050631411938e-03,1.350138580536241551e-03,2.400191000179626149e-04
5.082484673518656388e-04,2.746552227088775930e-03,1.824439089041582449e-03
1.094273677265496280e-03,7.367763088471904111e-04,-3.235235057781702967e-03
-5.232247024725485314e-04,3.573437327505063054e-03,-1.027619542945891820e-03
-9.749828780650688937e-04,1.141790133466720264e-03,-2.761320695668619332e-03
-1.646219415830901377e-04,4.923248535235533055e-04,-2.915421857610173053e-03
1.891200223103036695e-03,4.063901480574901135e-04,9.254856940864408625e-04
-5.004103326898246516e-04,-1.432602400320487097e-03,3.469240286033656567e-03
-8.652544136496994340e-04,-2.155232774850393464e-03,8.400711419698765701e-04
-5.152372622529706285e-04,1.205302198924310510e-03,-2.109050262937518880e-03
4.701238326507834169e-04,1.148017932199781868e-04,-3.496655877571241467e-04
-2.688422273384323633e-03,2.646908240287830223e-04,7.856965036786288685e-04
1.469638459689441568e-03,1.929206338377065667e-03,1.178597319386401202e-03
-6.132975795061248970e-04,8.158170473839324293e-04,-1.787555225270083970e-03
9.859005506754005190e-04,-3.071100077831936427e-03,1.226716835033526357e-03
1.436703905019038338e-03,-2.779252053140287160e-03,-2.898121883150396160e-03
-1.555690391166694069e-03,-1.477003274319368281e-04,2.659051555084270598e-03
-8.349088030992398704e-04,1.431909517381616589e-03,-3.165296976203760900e-04
-1.325832291638844029e-03,-3.146651765312252248e-03,-1.998201315599882396e-04
-2.292808850957482939e-04,1.362230076659020359e-03,1.900896341649704630e-03
5.015178576614383321e-04,2.176022785533027193e-03,-4.175420765196895864e-04
-3.096084777666160449e-04,1.821389551987413974e-03,3.052399778076782168e-03
-2.429392848357114863e-03,2.098030448084234616e-04,-1.469355806624100293e-03
-1.673138959829356415e-03,-2.201129983410597874e-04,-1.658835479168301822e-03
4.802580579557263162e-03,-1.389693832292060579e-03,2.014921534202413563e-04
2.197636385930087574e-03,1.406770446214904548e-03,-1.881509968163503970e-03
-2.356004938757204435e-03,-1.689344721449066678e-03,-8.243419961983960466e-04
-2.848223075690010670e-03,-8.512789123738473884e-04,-1.048365722232632094e-03
-1.785696422984809316e-03,9.344614482006085004e-05,-5.582405790419861210e-04
-2.700315085999261105e-03,-5.205959536030179031e-03,2.556076444851705393e-03
-1.295883495984058789e-03,5.915848393182321363e-04,2.932246864840866787e-03
-3.535441530482848465e-03,-3.003975571853687975e-03,-1.289384423411522613e-03
-4.931598091216894615e-05,2.626942945512422429e-03,5.764680450269934293e-04
9.607442780837037715e-04,-1.313349756421303529e-03,1.618109490515928827e-03
-1.607105614495829820e-03,2.415354569561342299e-03,2.900462757393024085e-03
-3.325339263662196749e-03,-1.423546305792562855e-03,7.126157219013816023e-05
1.180872750557481312e-03,-1.243038471571104777e-03,2.033733966941966354e-04
-4.369679904738220659e-04,1.215215925589728952e-03,-8.103905069684059744e-04
-1.324588950906694772e-03,8.228043806389494013e-04,-5.905816234032543275e-04
-2.507717837636396570e-04,1.486546539663678159e-03,-5.166667507669868604e-03
1.851356551341387657e-03,3.195122897277028178e-03,-5.957796135149238167e-04
-1.419228883839760954e-03,-6.723466197182571694e-04,6.894096135510722383e-04
-3.151744253326294563e-03,-6.327937365827932242e-04,1.831016926340609235e-03
2.034622288512542235e-03,1.141932041852034875e-03,2.530542880110382351e-03
2.802784325803057714e-03,1.422210284076805406e-03,-7.216459787971652058e-04
-7.722809595119989063e-04,2.012278086085510839e-03,1.981209498431167702e-03
1.670255886341761968e-03,3.052721406612013150e-04,2.998618677001065654e-03
5.215659114146525008e-04,-8.959200111150698300e-05,-1.170591131512265393e-03
-1.576977536952960254e-04,-9.139081686124830850e-04,2.116075087210731072e-03
3.140434692436508413e-03,-5.730336070748982998e-04,-6.301404771630276852e-04
-1.010482335835546485e-03,2.056982134443267884e-03,-1.297163621554275111e-03
3.246314975772642518e-03,-2.662185299100990575e-03,-3.597336700589498764e-03
-9.097392597393541688e-04,1.385846097258277426e-03,-2.882572155374798877e-03
-2.280921427664270307e-03,8.017075252936287175e-04,-2.256271119088651932e-03
1.523550959761558457e-03,7.451367345061140008e-04,3.873063239385462347e-03
-1.998888410410085123e-05,1.025338548061095843e-03,9.938189849134576939e-04
-2.358269269161895106e-03,1.355482247583246307e-03,1.494383043936985296e-03
-3.029092470988289758e-03,1.075739311451127375e-04,6.217480773115657703e-04
-2.700072618126655739e-03,-1.794392920199424377e-03,6.594477957842174564e-04
-6.868789654933909984e-04,5.963089567652642749e-04,2.092373892657875805e-03
-2.499830711863632363e-04,1.429121098632886140e-03,4.111696995607143357e-03
-1.657728339047266630e-03,2.174991389192975407e-03,5.056576750300210109e-03
-2.010820655918285366e-03,-2.364903738023903506e-03,-8.731634893475371433e-04
-7.252324305673712784e-05,1.149313703974971096e-03,1.634235070157652198e-03
-5.044635240872392484e-05,-4.151599440514317689e-04,6.428904927623800732e-04
5.078061841700871361e-04,-6.059569368766056429e-04,1.587087496104171245e-03
